dates,globrad_MJDayM2,tmax_degC,tmin_degC,vappres_kPa,windspeed_ms,prec_mmDay,irrig_mmDay,densef_percent,height_percent,lai_percent,sai_percent
2011-01-31,6.3936,2.6,-5.3,0.47984,1.1,0,0,100,100,59.15715,100
2011-02-01,5.9616,2.5,-6.2,0.47468,0.9,0,0,100,100,59.15715,100
2011-02-02,8.1216,2.9,-5.7,0.44791,1,0,0,100,100,59.15715,100
2011-02-03,7.6896,4.1,-7.8,0.42816,1,0,0,100,100,59.15715,100
2011-02-04,8.8992,8.7,-4.8,0.51174,0.9,0,0,100,100,59.15715,100
2011-02-05,8.8128,10.7,-3.7,0.60922,0.9,0,0,100,100,59.15715,100
2011-02-06,10.1952,13.5,-5.1,0.57632,1,0,0,100,100,59.15715,100
2011-02-07,10.368,15.7,-3.4,0.59848,1.1,0,0,100,100,59.15715,100
2011-02-08,10.2816,12.6,-3.9,0.54238,1,0,0,100,100,59.15715,100
2011-02-09,10.7136,12.3,-3.7,0.55995,1.1,0,0,100,100,59.15715,100
2011-02-10,10.8864,12.5,-3.8,0.54062,1,0,0,100,100,59.15715,100
2011-02-11,10.5408,13.5,-2.2,0.56436,0.9,0,0,100,100,59.15715,100
2011-02-12,9.7632,12.7,-2.8,0.61829,1,0,0,100,100,59.15715,100
2011-02-13,10.5408,14.1,-1.7,0.67405,1.1,0,0,100,100,59.15715,100
2011-02-14,10.2816,13.9,-1.8,0.60546,1.3,0,0,100,100,59.15715,100
2011-02-15,5.7024,9.2,0.2,0.62951,2.2,0,0,100,100,59.15715,100
2011-02-16,3.1104,6.1,1.1,0.68244,1.5,0,0,100,100,59.15715,100
2011-02-17,9.8496,11.4,-2.2,0.72184,1.3,0,0,100,100,59.15715,100
2011-02-18,11.9232,12.2,-2.5,0.67926,1.7,0,0,100,100,59.15715,100
2011-02-19,10.1952,10.3,-3,0.57278,1.2,0,0,100,100,59.15715,100
2011-02-20,3.6288,5.4,0.9,0.65236,1.3,1.5,0,100,100,59.15715,100
2011-02-21,8.8992,9.6,-1.2,0.65654,2,0,0,100,100,59.15715,100
2011-02-22,9.8496,10.2,-0.6,0.59281,1.5,0,0,100,100,59.15715,100
2011-02-23,13.2192,7.4,-2.7,0.52629,2.2,0,0,100,100,59.15715,100
2011-02-24,4.0608,2.9,-0.6,0.55837,0.8,6.2,0,100,100,59.15715,100
2011-02-25,8.7264,9,-1.3,0.71221,0.7,0,0,100,100,59.15715,100
2011-02-26,8.8992,10.1,1.6,0.7623,1.6,3.8,0,100,100,59.15715,100
2011-02-27,8.8992,9.3,3.1,0.76034,4.3,1.8,0,100,100,59.15715,100
2011-02-28,14.688,10.8,-0.6,0.67539,1.7,0,0,100,100,59.15715,100
2011-03-01,13.9968,11.3,-1.4,0.68883,2.3,0,0,100,100,59.15715,100
2011-03-02,14.256,7.8,-2.7,0.58845,2.9,0,0,100,100,59.15715,100
2011-03-03,11.4048,7.3,-3.4,0.55263,1.9,0,0,100,100,59.15715,100
2011-03-04,15.552,12.2,-3.6,0.68989,2,0,0,100,100,59.15715,100
2011-03-05,15.984,11.1,-2.4,0.6249,2.2,0,0,100,100,59.15715,100
2011-03-06,15.6384,10.3,-2.1,0.62479,2,0,0,100,100,59.15715,100
2011-03-07,15.552,10.3,-2.6,0.65422,2,0,0,100,100,59.15715,100
2011-03-08,16.1568,13.1,-2.1,0.67057,2.1,0,0,100,100,59.15715,100
2011-03-09,15.8976,14.5,-1,0.69191,1.7,0,0,100,100,59.15715,100
2011-03-10,15.8112,15.8,-0.4,0.70217,1.9,0,0,100,100,59.15715,100
2011-03-11,17.0208,16.7,-0.2,0.70493,1.8,0,0,100,100,59.15715,100
2011-03-12,7.776,14,1,0.54552,2.2,0,0,100,100,59.15715,100
2011-03-13,6.3072,14.4,6.6,0.5565,2.7,0,0,100,100,59.15715,100
2011-03-14,15.4656,19.5,4.2,0.74927,2.2,0,0,100,100,59.15715,100
2011-03-15,12.096,19.4,3.5,0.71174,2.8,0,0,100,100,59.15715,100
2011-03-16,8.1216,14.3,8.9,0.82737,2.2,2,0,100,100,59.15715,100
2011-03-17,4.5792,11.8,7.6,0.9627,4.4,0,0,100,100,59.15715,100
2011-03-18,18.576,15.6,5.5,0.7955,5,1,0,100,100,59.15715,100
2011-03-19,8.8992,12.4,4.6,0.86145,3.4,0.8,0,100,100,59.15715,100
2011-03-20,19.44,13.2,1.2,0.71743,2.8,0,0,100,100,59.15715,100
2011-03-21,19.44,13.4,-0.6,0.66544,2.6,0,0,100,100,59.15715,100
2011-03-22,19.5264,15.5,-1.2,0.66347,2.1,0,0,100,100,59.15715,100
2011-03-23,19.6128,17.7,0.5,0.76937,2.1,0,0,100,100,59.15715,100
2011-03-24,20.0448,20.4,2.2,0.83212,2,0,0,100,100,59.15715,100
2011-03-25,19.3536,21.2,3,0.80519,2.1,0,0,100,100,59.15715,100
2011-03-26,15.3792,19.5,3.9,0.82412,1.9,0,0,100,100,59.15715,100
2011-03-27,12.2688,18.3,4.2,0.83558,2.5,0,0,100,100,59.15715,100
2011-03-28,10.8,15,5.3,0.9801,2.4,0,0,100,100,59.15715,100
2011-03-29,20.736,19.6,5.5,0.92892,2.4,0.6,0,100,100,59.15715,100
2011-03-30,18.4896,16.8,8.4,1.05964,2.8,1.2,0,100,100,59.15715,100
2011-03-31,11.4912,16.8,6.7,1.09856,1.4,2.3,0,100,100,59.15715,100
2011-04-01,18.7488,21.4,6.9,1.24654,1.4,0,0,100,100,59.15715,100
2011-04-02,22.1184,26,5.5,1.14479,1.5,0,0,100,100,59.15715,100
2011-04-03,18.4032,23.1,6.1,1.02882,2.1,0,0,100,100,59.15715,100
2011-04-04,13.1328,14.3,6.1,0.9627,4.6,2.8,0,100,100,59.15715,100
2011-04-05,20.6496,19.1,2.7,0.88061,2.3,0,0,100,100,59.15715,100
2011-04-06,22.2048,23.5,4.6,1.02853,1.9,0,0,100,100,59.15715,100
2011-04-07,22.032,26.6,7.8,1.22868,2.2,0,0,100,100,59.15715,100
2011-04-08,23.1552,26.7,8.6,1.28547,2.7,0,0,100,100,59.15715,100
2011-04-09,23.5008,27.2,8.3,1.24702,1.6,0,0,100,100,59.15715,100
2011-04-10,23.328,25.3,6.8,1.02934,2.4,0,0,100,100,59.15715,100
2011-04-11,22.8096,24.8,6.7,1.03729,2.5,0,0,100,100,59.15715,100
2011-04-12,9.504,15.9,6.1,0.87666,4.5,0,0,100,100,59.15715,100
2011-04-13,24.1056,16,3.1,0.61088,2.8,0,0,100,100,59.15715,100
2011-04-14,12.8736,13.9,5.5,0.65874,2.7,0,0,100,100,59.15715,100
2011-04-15,24.7968,18.5,1.8,0.71132,1.9,0,0,100,100,59.15715,100
2011-04-16,24.4512,18.5,2.2,0.73213,3,0,0,100,100,59.15715,100
2011-04-17,24.7968,20.3,3.4,0.82587,2.7,0,0,100,100,59.15715,100
2011-04-18,24.7968,21.6,4.4,0.85906,2.7,0,0,100,100,59.15715,100
2011-04-19,25.056,23.2,5.7,0.9848,2,0,0,100,100,59.15715,100
2011-04-20,24.3648,24.7,6.9,0.87779,1.6,0,0,100,100,59.15715,100
2011-04-21,24.4512,24.3,6.7,0.81807,1.6,0,0,100,100,59.15715,100
2011-04-22,23.1552,23.9,6.7,0.79105,2.3,0,0,100,100,59.15715,100
2011-04-23,20.736,24.1,9.7,0.9002,2.3,0,0,100,100,59.15715,100
2011-04-24,22.5504,23.8,9.8,1.26054,2.7,0,0,100,100,70.60476,100
2011-04-25,22.8096,26.2,9.5,1.3223,2.3,0,0,100,100,73.25026,100
2011-04-26,23.76,24.7,8.1,1.14849,2.5,0,0,100,100,75.07211,100
2011-04-27,19.872,21.6,6.8,0.96184,2.6,0,0,100,100,76.50507,100
2011-04-28,11.9232,17.5,8.4,1.05944,2,0,0,100,100,77.70396,100
2011-04-29,19.5264,20.5,6.6,1.08596,2.5,0,0,100,100,78.74383,100
2011-04-30,23.2416,23.5,6,1.10258,1.9,0,0,100,100,79.66739,100
2011-05-01,22.9824,23,6.9,1.04047,1.3,0,0,100,100,80.5015,100
2011-05-02,25.7472,25.6,6.8,1.18466,2.6,2.7,0,100,100,81.26425,100
2011-05-03,7.2576,14.4,7,1.10867,2.2,0.9,0,100,100,81.96848,100
2011-05-04,26.6112,21,6.4,1.03856,2.7,0,0,100,100,82.62366,100
2011-05-05,28.4256,22.3,3.8,0.76284,2.7,0,0,100,100,83.237,100
2011-05-06,26.784,25.4,7.1,0.92057,2.4,0,0,100,100,83.81412,100
2011-05-07,26.0064,27.9,8.4,1.1542,2.1,0,0,100,100,84.35949,100
2011-05-08,22.3776,28,12.2,1.4199600000000001,2,0,0,100,100,84.87674,100
2011-05-09,26.9568,28.6,10.5,1.22396,2.3,0,0,100,100,85.36887,100
2011-05-10,21.168,24.7,10.6,1.21594,2.5,0,0,100,100,85.83835,100
2011-05-11,20.2176,27.7,11.3,1.6463,1.8,1.2,0,100,100,86.28729,100
2011-05-12,11.7504,21.8,11.2,1.628,1.5,1.5,0,100,100,86.71748,100
2011-05-13,26.784,24.7,11.8,1.60271,3,5.8,0,100,100,87.13045,100
2011-05-14,13.5648,20.6,10.4,1.51192,2.8,4.7,5,100,100,87.52754,100
2011-05-15,22.2912,16,8.4,0.96113,4.4,0,5,100,100,87.9099,100
2011-05-16,29.1168,19.5,5.1,0.98247,3.8,0,5,100,100,88.27856,100
2011-05-17,22.1184,23,6.6,1.11528,1.7,0,5,100,100,88.63442,100
2011-05-18,26.352,25.8,9.5,1.36964,2.6,0,5,100,100,88.97826,100
2011-05-19,23.6736,25.6,10.9,1.39505,2.1,0,5,100,100,89.31081,100
2011-05-20,29.2032,26.3,10.4,1.3067,2.8,0,5,100,100,89.6327,100
2011-05-21,23.328,26.9,10.9,1.40315,2.2,0,5,100,100,89.94451,100
2011-05-22,20.9088,27.5,12.6,1.57695,1.9,0.2,5,100,100,90.24675,100
2011-05-23,29.5488,27.4,11.6,1.54164,2.6,0,5,100,100,90.5399,100
2011-05-24,29.376,29.1,12.3,1.48154,3.3,0,5,100,100,90.82437,100
2011-05-25,29.4624,27.5,12.6,1.45966,3,0,5,100,100,91.10056,100
2011-05-26,23.328,31,15,1.79375,2.5,0.2,5,100,100,91.36883,100
2011-05-27,13.0464,19.3,10.5,1.1912,3.7,0.9,5,100,100,91.62949,100
2011-05-28,30.8448,23,5.9,0.99597,2.9,0,5,100,100,91.88285,100
2011-05-29,30.24,27.1,7.9,1.15083,2.8,0,5,100,100,92.12919,100
2011-05-30,28.944,31.2,11,1.5465,2.3,1.1,5,100,100,92.36875,100
2011-05-31,5.4432,17.6,8.6,1.35081,2.8,19.3,5,100,100,92.60178,100
2011-06-01,20.8224,18.6,7.6,1.19997,2.5,6.7,0,100,100,92.8285,100
2011-06-02,21.4272,22.6,8.7,1.4576,2.8,0,5,100,100,93.04909,100
2011-06-03,20.736,22.6,11,1.51401,2.7,0,5,100,100,93.26376,100
2011-06-04,19.5264,25.8,13.1,1.55982,2.3,0,0,100,100,93.47268,100
2011-06-05,19.9584,25.8,12.9,1.49251,1.9,0,0,100,100,93.67601,100
2011-06-06,25.5744,24.9,14.4,1.52368,2.4,1.6,0,100,100,93.8739,100
2011-06-07,14.0832,23.8,13.7,1.5766,1.4,3.6,5,100,100,94.0665,100
2011-06-08,12.7872,18.8,12.5,1.4749,3.7,1.8,5,100,100,94.25394,100
2011-06-09,13.7376,17.6,11.8,1.02041,4,0,5,100,100,94.43634,100
2011-06-10,28.8576,23.4,9.2,1.18541,4.1,0,0,100,100,94.61383,100
2011-06-11,22.464,21.7,12.8,1.16841,5.5,0,5,100,100,94.78651,100
2011-06-12,28.8576,25.5,10.1,1.22244,3.8,0.5,5,100,100,94.95448,100
2011-06-13,15.8112,26,13.3,1.41573,2.1,0,5,100,100,95.11786,100
2011-06-14,28.8576,28.9,9.9,1.47792,3.2,0,5,100,100,95.27671,100
2011-06-15,30.4992,29.9,12.8,1.56512,3.8,0,5,100,100,95.43114,100
2011-06-16,23.328,31.9,15.4,2.18171,2.3,2.3,5,100,100,95.58123,100
2011-06-17,19.6992,27.3,15,2.08629,1.5,6.5,5,100,100,95.72705,100
2011-06-18,12.0096,19.6,12.8,1.51956,3.6,9.1,0,100,100,95.86867,100
2011-06-19,31.536,22.2,12.4,1.02086,4.7,0,0,100,100,96.00617,100
2011-06-20,27.9936,26.1,11.9,1.36828,2.2,0,0,100,100,96.1396,100
2011-06-21,24.192,30,12.6,1.75858,2.4,0.5,5,100,100,96.26904,100
2011-06-22,14.9472,28.2,16,2.15215,2.2,9.7,5,100,100,96.39453,100
2011-06-23,14.1696,21.3,15.2,1.6824,2.4,1.4,5,100,100,96.51614,100
2011-06-24,31.4496,23.4,12.6,1.19974,4.9,0,5,100,100,96.63392,100
2011-06-25,27.1296,27.2,9.6,1.39549,1.8,0,5,100,100,96.74791,100
2011-06-26,31.104,31,12.4,1.72027,2.4,0,5,100,100,96.85816,100
2011-06-27,30.4992,34.1,15.6,1.90982,2.9,0,5,100,100,96.96472,100
2011-06-28,29.6352,34.5,15.9,2.01592,2.5,0,5,100,100,97.06763,100
2011-06-29,20.1312,29.3,16.6,2.12643,4,9.6,5,100,100,97.16692,100
2011-06-30,31.0176,24.5,15.9,1.48585,6.6,0,5,100,100,97.26264,100
2011-07-01,30.24,25.6,10.9,1.19742,3.8,0,5,100,100,97.35483,100
2011-07-02,29.5488,25.5,9.4,1.11925,2.9,0,0,100,100,97.44351,100
2011-07-03,31.3632,26.2,7.8,1.03865,3.4,0,5,100,100,97.52871,100
2011-07-04,23.4144,27.3,10.5,1.1894,2.9,0,10,100,100,97.61048,100
2011-07-05,30.4128,30.9,13.3,1.46859,2.8,0,5,100,100,97.68882,100
2011-07-06,24.3648,30.4,13.3,1.49065,3,0,0,100,100,97.76379,100
2011-07-07,22.464,29.7,16.4,1.89143,2.8,8.7,5,100,100,97.83539,100
2011-07-08,25.1424,25.2,14.2,1.6993,2.5,0,5,100,100,97.90365,100
2011-07-09,25.8336,30.1,16.8,2.17422,2.2,7.6,5,100,100,97.96859,100
2011-07-10,23.76,25.9,16.5,1.94311,2.8,0,10,100,100,98.03025,100
2011-07-11,27.3888,29.5,16.6,1.97538,2.4,0,0,100,100,98.08862,100
2011-07-12,25.056,34.7,15.3,2.04081,1.5,2,5,100,100,98.14375,100
2011-07-13,5.2704,22.7,15.1,1.96603,2,16.7,5,100,100,98.19563,100
2011-07-14,21.7728,21.4,14.2,1.36789,5.5,0,3.7375,100,100,98.24429,100
2011-07-15,29.2896,24.1,11.1,1.26235,3.4,0,0,100,100,98.28974,100
2011-07-16,25.5744,25.8,10.6,1.32482,2.2,0,0,100,100,98.332,100
2011-07-17,6.8256,20.6,10.7,1.5224,2.6,6.9,0,100,100,98.37108,100
2011-07-18,26.0064,23.3,10.5,1.32615,3.7,0,0,100,100,98.40699,100
2011-07-19,9.4176,17.6,10.1,1.23884,2.1,7.1,0,100,100,98.43975,100
2011-07-20,19.1808,20.6,10.8,1.32699,3.3,0,0,100,100,98.46935,100
2011-07-21,21.2544,22.1,10.5,1.37129,3,0,0,100,100,98.49582,100
2011-07-22,30.5856,24.7,11.3,1.41761,4.1,0.1,0,100,100,98.51915,100
2011-07-23,14.5152,20,11.6,1.34254,4.4,3.3,0,100,100,98.53936,100
2011-07-24,27.9072,19.6,9.2,1.1211,4.6,0,0,100,100,98.55645,100
2011-07-25,24.1056,21.7,6.9,1.11306,2.5,0,0,100,100,98.57042,100
2011-07-26,16.5888,21.7,9.5,1.25664,1.6,0,0,100,100,98.58129,100
2011-07-27,12.96,22.3,13.2,1.64838,1.9,4.8,0,100,100,98.58905,100
2011-07-28,21.3408,25.5,15,1.88154,2,0.7,0,100,100,98.5937,100
2011-07-29,25.5744,26.7,13.6,1.67989,3.1,0,0,100,100,98.59526,100
2011-07-30,24.624,26.8,14.5,1.60251,3.8,0,0,100,100,98.59518,100
2011-07-31,27.9072,25.7,12.5,1.47429,3.6,0,0,100,100,98.59466,100
2011-08-01,27.7344,27.5,12,1.53127,3.3,0,0,100,100,98.59324,100
2011-08-02,27.0432,30.3,14.3,1.80427,2.2,0,0,100,100,98.59049,100
2011-08-03,14.9472,26,16.9,1.92323,2.4,2.4,0,100,100,98.58595,100
2011-08-04,26.6976,29.5,16.5,1.87056,3.2,0,0,100,100,98.57918,100
2011-08-05,19.1808,28.9,17,2.0885,2.5,0.6,0,100,100,98.56976,100
2011-08-06,13.9968,29.3,15.7,2.226,1.3,1.6,0,100,100,98.55724,100
2011-08-07,13.1328,24.1,15.7,1.99394,1.5,2,0,100,100,98.54119,100
2011-08-08,19.7856,25.5,14.3,1.56514,3.4,0,0,100,100,98.5212,100
2011-08-09,19.6128,22.6,11.2,1.23045,4,0,0,100,100,98.49685,100
2011-08-10,27.0432,24.1,7.6,1.19992,3,0,0,100,100,98.46772,100
2011-08-11,26.6976,27.6,9.4,1.33224,2.7,0,0,100,100,98.43342,100
2011-08-12,15.3792,26.6,11.3,1.47313,2.3,0,0,100,100,98.39354,100
2011-08-13,24.9696,29.4,12.7,1.73275,2.4,0,0,100,100,98.34771,100
2011-08-14,11.5776,26.3,13.6,1.69751,1.4,1.5,0,100,100,98.29554,100
2011-08-15,17.1936,27,15.4,2.01619,2.8,0,0,100,100,98.23667,100
2011-08-16,25.6608,29,14.1,1.73201,2.6,0,0,100,100,98.17073,100
2011-08-17,25.6608,31.1,13.7,1.799,2.2,0,0,100,100,98.09739,100
2011-08-18,22.2912,33.2,17.6,2.18476,2.5,3,0,100,100,98.01631,100
2011-08-19,17.28,32.6,17.6,2.29771,1.6,0,0,100,100,97.92716,100
2011-08-20,24.624,33.3,16.2,1.98098,2.1,0,0,100,100,97.82963,100
2011-08-21,23.6736,35.4,15,1.79641,1.6,0,0,100,100,97.72343,100
2011-08-22,22.1184,36.8,16.2,2.01455,2.2,0,0,100,100,97.60828,100
2011-08-23,22.464,35.1,17.4,1.82467,2.8,0,0,100,100,97.48389,100
2011-08-24,20.1312,32.7,16.4,2.112,2.9,1.8,0,100,100,97.35002,100
2011-08-25,21.5136,31.1,16.3,2.30616,2.4,0,0,100,100,97.20643,100
2011-08-26,17.9712,34,12.4,1.95525,4.5,4.2,5,100,100,97.05288,100
2011-08-27,24.4512,22.3,9.3,1.27839,3.5,0,5,100,100,96.88917,100
2011-08-28,24.2784,24.8,9.2,1.27222,2.2,0,5,100,100,96.7151,100
2011-08-29,23.328,25,9.9,1.38912,3.8,0,0,100,100,96.5305,100
2011-08-30,21.168,25.4,10.7,1.43281,2.7,0,10,100,100,96.3352,100
2011-08-31,21.7728,29,10.4,1.52053,2,1.2,5,100,100,96.12906,100
2011-09-01,19.2672,28.1,16.7,2.01859,1.8,1.8,5,100,100,95.91194,100
2011-09-02,13.7376,27,17,1.88667,1.6,0,5,100,100,95.68375,100
2011-09-03,12.96,29,14.7,2.06673,1.9,6.2,5,100,100,95.44437,100
2011-09-04,5.7024,21,17.4,2.0434,1.1,9.2,5,100,100,95.19375,100
2011-09-05,11.5776,21.2,10.6,1.44411,3.6,0.2,0,100,100,94.93182,100
2011-09-06,22.1184,24.9,9,1.44526,1.7,0,10,100,100,94.65854,100
2011-09-07,14.256,25.8,10.8,1.50767,2.7,0,5,100,100,94.37388,100
2011-09-08,18.144,25.1,13.1,1.48404,3.5,0,0,100,100,94.07786,100
2011-09-09,20.304,28.5,15.2,1.8837,1.8,0,10,100,100,93.77047,100
2011-09-10,20.9088,32.3,15.5,2.13546,1.6,0,5,100,100,93.45176,100
2011-09-11,17.0208,31.5,14.1,1.97023,2.5,0.5,0,100,100,93.12178,100
2011-09-12,20.1312,25.9,13.8,1.77127,2,0,10,100,100,92.78059,100
2011-09-13,20.5632,27.2,11.3,1.57774,3,0,5,100,100,92.42828,100
2011-09-14,19.0944,25.3,13.8,1.70859,3.1,0,5,100,100,92.06497,100
2011-09-15,19.872,26.7,12,1.68569,2.3,0,5,100,100,91.69076,100
2011-09-16,18.8352,28.4,10.6,1.5318,2.1,0,5,100,100,91.30582,100
2011-09-17,3.9744,19.3,15.1,1.71896,1.3,11.8,5,100,100,90.91029,100
2011-09-18,5.184,16.2,6.3,1.13102,3.1,2.9,5,100,100,90.50436,100
2011-09-19,10.1088,13.6,7.9,1.04225,3.3,2.6,5,100,100,90.08822,100
2011-09-20,19.1808,19.9,5.9,1.17691,1.4,0,5,100,100,89.66209,100
2011-09-21,18.144,22.4,7.6,1.35935,1.9,0,5,100,100,89.22618,100
2011-09-22,17.5392,22.8,9.9,1.45774,2.4,0,5,100,100,88.78076,100
2011-09-23,17.8848,22.9,8.1,1.45623,2,0,5,100,100,88.32609,100
2011-09-24,17.1072,24.5,9.6,1.51547,1.9,0,0,100,100,87.86244,100
2011-09-25,15.6384,24.8,12.5,1.6514,1.7,0,3.785,100,100,87.39011,100
2011-09-26,16.6752,25.1,11.4,1.61043,2,0,3.875,100,100,86.90941,100
2011-09-27,16.1568,25.3,10.9,1.62479,2,0,3.8775,100,100,86.42066,100
2011-09-28,16.7616,24.9,10.9,1.57653,2.2,0,8.8725,100,100,85.92422,100
2011-09-29,16.1568,25.8,10.2,1.60456,1.7,0,5,100,100,85.42043,100
2011-09-30,16.5024,24.9,9.5,1.53314,1.6,0,5,100,100,84.90966,100
2011-10-01,16.5024,25,9.6,1.51627,1.9,0,5,100,100,84.3923,100
2011-10-02,16.1568,25.2,9.4,1.51762,1.6,0,5,100,100,83.86874,100
2011-10-03,15.984,25.4,9,1.51152,1.6,0,5,100,100,83.33939,100
2011-10-04,15.984,24.8,8.3,1.31827,1.8,0,0,100,100,82.80467,100
2011-10-05,15.7248,23.1,7.5,1.30661,2,0,0,100,100,82.26501,100
2011-10-06,13.3056,22.7,7.6,1.3586,1.9,9.6,0,100,100,81.72085,100
2011-10-07,6.2208,14,4.7,0.93159,3.1,0,5,100,100,81.17265,100
2011-10-08,2.2464,8.9,6.4,0.87546,1.9,1.7,5,100,100,80.62087,100
2011-10-09,13.392,15.8,6.7,1.05578,4.3,12.7,5,100,100,80.06597,100
2011-10-10,3.8016,15.1,9.4,1.33066,0.8,12,0,100,100,79.50845,100
2011-10-11,13.9104,20.3,9.3,1.45285,0.9,0,5,100,100,78.94879,100
2011-10-12,14.3424,20.5,6.6,1.32501,1.5,0,5,100,100,78.38748,100
2011-10-13,13.9968,18.8,8,1.19672,1.5,0,5,100,100,77.82503,100
2011-10-14,8.8128,17,5.3,1.15608,1.3,0,5,100,100,77.26194,100
2011-10-15,13.824,17,3.6,1.04531,1.5,0,5,100,100,76.69873,100
2011-10-16,13.4784,17,1.8,1.00245,1.3,0,5,100,100,76.13591,100
2011-10-17,13.2192,16.9,2.3,1.01528,1.4,0,0,100,100,75.57402,100
2011-10-18,12.96,18.4,3,1.03165,1.2,0,0,100,100,75.01356,100
2011-10-19,2.3328,11.7,5.3,0.90042,2.4,4.5,0,100,100,74.45508,100
2011-10-20,12.1824,12.6,1.5,0.76498,2.1,0,0,100,100,73.89909,100
2011-10-21,12.7008,11.8,-0.7,0.72679,1.6,0,0,100,100,73.34614,100
2011-10-22,12.528,12.7,-1.2,0.74461,1.3,0,0,100,100,72.79676,100
2011-10-23,12.3552,13.3,-1.4,0.74784,1.5,0,0,100,100,72.25147,100
2011-10-24,11.8368,16.3,-0.1,0.6863,2,0,0,100,100,71.7108,100
2011-10-25,3.3696,14.4,5.2,0.82877,1.4,0,0,100,100,71.17529,100
2011-10-26,10.9728,15.7,4.3,0.96909,1.8,0,0,100,100,70.64547,100
2011-10-27,7.344,18,4.5,0.90666,1.7,0,0,100,100,70.12185,100
2011-10-28,8.8992,16.9,4.2,0.88351,1.3,0,0,100,100,69.60496,100
2011-10-29,8.8992,16.7,2.2,0.91438,1.2,0,0,100,100,69.09532,100
2011-10-30,10.4544,17.9,2.7,1.07792,1.3,0,0,100,100,68.59343,100
2011-10-31,9.936,16.8,3.1,1.08855,1.2,0,0,100,100,68.0998,100
2011-11-01,10.1952,17,3.8,1.01517,1.3,0,0,100,100,67.61493,100
2011-11-02,10.1088,18.6,3.9,0.90766,1.5,0,0,100,100,67.13931,100
2011-11-03,3.1968,17.2,4.2,0.8171,1.1,0,0,100,100,66.67343,100
2011-11-04,3.5424,18.6,10.9,0.94761,1.9,0,0,100,100,66.21777,100
2011-11-05,4.752,17.9,9.9,1.00224,2,0,0,100,100,65.77278,100
2011-11-06,5.4432,19.1,8.4,1.11296,1.8,3.4,0,100,100,65.33894,100
2011-11-07,4.9248,18.2,6.7,1.30601,1,1.1,0,100,100,64.91668,100
2011-11-08,6.48,18,5.8,1.02768,1.5,0,0,100,100,64.50645,100
2011-11-09,8.9856,19.3,3.7,1.03056,1.2,0,0,100,100,64.10867,100
2011-11-10,8.5536,14.1,1.3,0.89938,0.9,0,0,100,100,63.72375,100
2011-11-11,8.4672,13.9,-0.3,0.85129,1,0,0,100,100,63.3521,100
2011-11-12,8.4672,14,-0.4,0.80748,1,0,0,100,100,62.99411,100
2011-11-13,8.3808,12.5,-2.5,0.67069,1.2,0,0,100,100,62.65014,100
2011-11-14,8.2944,10.6,-3.1,0.60298,0.9,0,0,100,100,62.32056,100
2011-11-15,8.0352,9.3,-4.8,0.57206,1.1,0,0,100,100,62.00573,100
2011-11-16,7.776,8.6,-5.2,0.5296,0.9,0,0,100,100,61.70596,100
2011-11-17,7.6896,10,-4.7,0.52872,0.9,0,0,100,100,61.42158,100
2011-11-18,7.5168,9.6,-4,0.52319,0.9,0,0,100,100,61.15288,100
2011-11-19,6.1344,9.4,-4.4,0.51058,0.8,0,0,100,100,60.90016,100
2011-11-20,6.9984,12.1,-1.9,0.60412,0.9,0,0,100,100,60.66368,100
2011-11-21,5.7024,10.9,-2.2,0.64434,0.8,0,0,100,100,60.44369,100
2011-11-22,6.7392,12.7,-2.8,0.72281,0.8,0,0,100,100,60.24042,100
2011-11-23,6.7392,10.5,-3.2,0.66731,0.9,0,0,100,100,60.05409,100
2011-11-24,6.7392,8.4,-4,0.62286,1.3,0,0,100,100,59.88491,100
2011-11-25,6.5664,9.1,-3.9,0.59244,1.1,0,0,100,100,59.73304,100
2011-11-26,6.1344,9.1,-5.4,0.54083,1,0,0,100,100,59.59866,100
2011-11-27,6.48,10.3,-3.4,0.59838,1,0,0,100,100,59.4819,100
2011-11-28,5.616,7.9,-4.3,0.59038,0.9,0,0,100,100,59.38289,100
2011-11-29,5.9616,11.1,-2.3,0.675,0.9,0,0,100,100,59.30174,100
2011-11-30,5.8752,11.1,-0.8,0.68087,1,0,0,100,100,59.23854,100
2011-12-01,3.888,9.1,-2,0.63052,1.3,0,0,100,100,59.19334,100
2011-12-02,5.9616,13.6,-0.9,0.68819,1.3,1.1,0,100,100,59.1662,100
2011-12-03,2.3328,9,5.2,0.91582,0.5,2.7,0,100,100,59.15715,100
2011-12-04,3.9744,9.8,4.5,0.92768,0.7,13.7,0,100,100,59.15715,100
2011-12-05,3.1968,9,1.1,0.70387,3.6,1.4,0,100,100,59.15715,100
2011-12-06,1.296,5.7,0.8,0.61537,0.9,8.1,0,100,100,59.15715,100
2011-12-07,0.6912,9.1,3.7,0.87266,1.6,11.4,0,100,100,59.15715,100
2011-12-08,5.5296,9.8,0.7,0.69363,2.6,0,0,100,100,59.15715,100
2011-12-09,4.2336,6.3,-1,0.63683,0.8,0,0,100,100,59.15715,100
2011-12-10,5.2704,8.4,-2.1,0.68052,0.7,0,0,100,100,59.15715,100
2011-12-11,5.184,7.5,-3.2,0.62285,1.1,0,0,100,100,59.15715,100
2011-12-12,1.0368,5.2,-2.5,0.60418,1.2,3.1,0,100,100,59.15715,100
2011-12-13,2.0736,3.4,-3,0.53908,1.3,13.8,0,100,100,59.15715,100
